,batting_team,bowling_team,city,current_score,balls_left,wicket_left,crr,last_five,runs_x
16556,Mumbai Indians,Kings XI Punjab,Abu Dhabi,62,60,8,6.2,33.0,191
30201,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,119,19,5,7.069306930693069,37.0,171
10200,Chennai Super Kings,Kings XI Punjab,Chennai,72,59,9,7.081967213114754,23.0,160
57857,Mumbai Indians,Kings XI Punjab,Visakhapatnam,36,67,7,4.0754716981132075,24.0,124
13786,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,100,62,9,10.344827586206897,28.0,212
54186,Sunrisers Hyderabad,Rajasthan Royals,Mumbai,198,3,6,10.153846153846153,69.0,201
57975,Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,62,69,9,7.294117647058823,37.0,179
6773,Mumbai Indians,Rajasthan Royals,Mumbai,91,49,8,7.690140845070423,37.0,168
25594,Kings XI Punjab,Mumbai Indians,Mumbai,115,41,9,8.734177215189874,49.0,189
47259,Kings XI Punjab,Mumbai Indians,Mumbai,133,22,6,8.142857142857142,47.0,168
29946,Kings XI Punjab,Chennai Super Kings,Chennai,109,23,6,6.742268041237113,43.0,136
1207,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,93,49,4,7.859154929577465,25.0,131
35986,Chennai Super Kings,Royal Challengers Bangalore,Chennai,170,19,9,10.099009900990099,55.0,205
47763,Sunrisers Hyderabad,Rajasthan Royals,Ahmedabad,111,18,3,6.529411764705882,25.0,134
23365,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,42,88,8,7.875,41.0,135
48339,Rajasthan Royals,Chennai Super Kings,Ranchi,63,70,9,7.56,39.0,148
48260,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,110,25,8,6.947368421052632,37.0,157
46404,Royal Challengers Bangalore,Rajasthan Royals,Abu Dhabi,37,65,4,4.036363636363636,23.0,70
13400,Sunrisers Hyderabad,Rajasthan Royals,Jaipur,67,73,9,8.553191489361701,41.0,160
4151,Kolkata Knight Riders,Kings XI Punjab,Kolkata,83,66,8,9.222222222222221,45.0,191
26741,Royal Challengers Bangalore,Kings XI Punjab,Durban,145,12,4,8.055555555555555,54.0,168
33328,Rajasthan Royals,Kolkata Knight Riders,Jaipur,126,17,6,7.339805825242719,46.0,159
47607,Mumbai Indians,Royal Challengers Bangalore,Mumbai,93,51,6,8.08695652173913,30.0,187
43927,Royal Challengers Bangalore,Kolkata Knight Riders,Ranchi,104,15,4,5.942857142857143,38.0,115
38958,Mumbai Indians,Kolkata Knight Riders,Kolkata,149,22,9,9.122448979591837,54.0,182
28521,Mumbai Indians,Chennai Super Kings,Port Elizabeth,51,80,8,7.65,44.0,147
26055,Mumbai Indians,Rajasthan Royals,Jaipur,45,75,10,6.0,36.0,145
6405,Chennai Super Kings,Rajasthan Royals,Jaipur,124,37,7,8.963855421686747,37.0,176
3637,Kings XI Punjab,Chennai Super Kings,Chandigarh,82,81,10,12.615384615384615,68.0,197
15582,Mumbai Indians,Sunrisers Hyderabad,Sharjah,92,34,5,6.4186046511627906,22.0,149
30536,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,65,65,8,7.090909090909091,25.0,183
56030,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,148,33,9,10.206896551724139,67.0,227
14811,Chennai Super Kings,Mumbai Indians,Chennai,51,59,7,5.016393442622951,24.0,131
21707,Royal Challengers Bangalore,Chennai Super Kings,Dubai,127,17,8,7.398058252427185,43.0,145
49090,Chennai Super Kings,Kolkata Knight Riders,Kolkata,56,64,9,6.0,23.0,154
39022,Royal Challengers Bangalore,Mumbai Indians,Bangalore,40,83,8,6.486486486486487,33.0,171
1042,Kings XI Punjab,Mumbai Indians,Indore,46,84,9,7.666666666666667,38.0,198
12558,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,91,52,6,8.029411764705882,30.0,159
54241,Chennai Super Kings,Mumbai Indians,Chennai,64,70,9,7.68,36.0,158
7995,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,99,50,8,8.485714285714286,53.0,178
14606,Chennai Super Kings,Kings XI Punjab,Chandigarh,153,15,8,8.742857142857142,55.0,170
39157,Kolkata Knight Riders,Chennai Super Kings,Kolkata,63,75,10,8.4,49.0,158
53519,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,128,48,8,10.666666666666666,48.0,192
17102,Sunrisers Hyderabad,Rajasthan Royals,Dubai,131,10,7,7.1454545454545455,47.0,158
29919,Kings XI Punjab,Chennai Super Kings,Chennai,72,49,6,6.084507042253521,31.0,136
22319,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,107,21,5,6.484848484848484,39.0,131
27922,Mumbai Indians,Royal Challengers Bangalore,Port Elizabeth,68,59,8,6.688524590163935,26.0,157
44041,Chennai Super Kings,Rajasthan Royals,Jaipur,105,24,7,6.5625,22.0,141
3194,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,110,31,5,7.415730337078652,33.0,147
45064,Rajasthan Royals,Mumbai Indians,Kolkata,96,39,6,7.111111111111111,36.0,165
43762,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,59,59,5,5.80327868852459,26.0,150
39647,Chennai Super Kings,Kolkata Knight Riders,Chennai,41,89,10,7.935483870967742,41.0,190
39063,Royal Challengers Bangalore,Mumbai Indians,Bangalore,90,44,6,7.105263157894737,40.0,171
48587,Chennai Super Kings,Royal Challengers Bangalore,Ranchi,48,72,8,6.0,27.0,138
29217,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,118,9,3,6.378378378378378,36.0,135
15460,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,46,36,4,3.2857142857142856,13.0,84
19263,Royal Challengers Bangalore,Chennai Super Kings,Dubai,23,93,9,5.111111111111111,23.0,169
11589,Kolkata Knight Riders,Chennai Super Kings,Kolkata,122,34,6,8.511627906976743,46.0,161
25453,Kolkata Knight Riders,Rajasthan Royals,Kolkata,58,61,8,5.898305084745763,35.0,147
25208,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,95,59,10,9.344262295081966,46.0,197
10001,Delhi Capitals,Sunrisers Hyderabad,Delhi,106,11,4,5.834862385321101,32.0,129
25735,Royal Challengers Bangalore,Chennai Super Kings,Chennai,87,24,5,5.4375,43.0,126
43125,Mumbai Indians,Chennai Super Kings,Mumbai,43,72,8,5.375,32.0,139
53346,Mumbai Indians,Rajasthan Royals,Mumbai,120,31,6,8.089887640449438,43.0,187
29688,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,117,36,6,8.357142857142858,37.0,168
37218,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,96,24,6,6.0,28.0,124
29098,Mumbai Indians,Rajasthan Royals,Mumbai,200,6,4,10.526315789473685,55.0,212
17845,Kings XI Punjab,Chennai Super Kings,Dubai,151,19,8,8.970297029702971,57.0,178
54417,Kings XI Punjab,Kolkata Knight Riders,Kolkata,150,17,6,8.737864077669903,60.0,183
51014,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,173,0,4,8.65,51.0,177
40676,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,82,52,9,7.235294117647059,33.0,180
14500,Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,175,0,3,8.677685950413224,51.0,175
46192,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,101,34,6,7.046511627906977,21.0,150
30544,Kolkata Knight Riders,Kings XI Punjab,Chandigarh,76,59,8,7.475409836065574,28.0,183
25873,Rajasthan Royals,Chennai Super Kings,Chennai,201,8,6,10.767857142857142,57.0,211
19417,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,44,70,6,5.28,26.0,148
4298,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,78,48,8,6.5,46.0,182
2029,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,41,87,9,7.454545454545454,35.0,167
40924,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,84,44,7,6.631578947368421,33.0,157
24869,Chennai Super Kings,Mumbai Indians,Mumbai,68,44,6,5.368421052631579,27.0,156
51178,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,47,84,9,7.833333333333333,32.0,166
41373,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,26,88,8,4.875,22.0,117
56669,Royal Challengers Bangalore,Mumbai Indians,Mumbai,120,25,6,7.578947368421052,27.0,170
34543,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,177,17,7,10.310679611650485,51.0,205
43657,Kings XI Punjab,Rajasthan Royals,Chandigarh,100,42,9,7.6923076923076925,42.0,145
55491,Mumbai Indians,Chennai Super Kings,Mumbai,62,73,10,7.914893617021277,47.0,187
31914,Mumbai Indians,Rajasthan Royals,Jaipur,69,65,7,7.527272727272727,32.0,174
12546,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,77,64,6,8.25,27.0,159
38560,Chennai Super Kings,Mumbai Indians,Mumbai,90,49,8,7.605633802816901,33.0,173
4130,Kolkata Knight Riders,Kings XI Punjab,Kolkata,45,86,9,7.9411764705882355,41.0,191
7142,Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,163,26,6,10.404255319148936,69.0,218
42028,Sunrisers Hyderabad,Rajasthan Royals,Jaipur,73,49,4,6.169014084507042,34.0,144
42933,Rajasthan Royals,Kolkata Knight Riders,Kolkata,117,14,5,6.622641509433962,33.0,132
17533,Mumbai Indians,Rajasthan Royals,Abu Dhabi,59,83,9,9.567567567567568,48.0,193
47086,Chennai Super Kings,Kolkata Knight Riders,Ranchi,41,87,9,7.454545454545454,37.0,148
36489,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,146,13,4,8.186915887850468,27.0,165
29452,Chennai Super Kings,Kolkata Knight Riders,Kolkata,101,25,7,6.378947368421053,38.0,164
22686,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,157,26,8,10.02127659574468,55.0,222
57000,Kolkata Knight Riders,Mumbai Indians,Mumbai,82,62,8,8.482758620689655,36.0,174
10303,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,38,79,8,5.560975609756097,29.0,136
1616,Royal Challengers Bangalore,Mumbai Indians,Mumbai,156,7,5,8.283185840707965,47.0,162
54522,Royal Challengers Bangalore,Mumbai Indians,Mumbai,132,36,9,9.428571428571429,58.0,235
56748,Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,62,68,8,7.153846153846154,42.0,143
51121,Kings XI Punjab,Mumbai Indians,Mumbai,151,16,5,8.711538461538462,49.0,177
24857,Chennai Super Kings,Mumbai Indians,Mumbai,57,56,6,5.34375,29.0,156
27616,Rajasthan Royals,Kings XI Punjab,Durban,203,5,7,10.591304347826087,72.0,211
36802,Rajasthan Royals,Kolkata Knight Riders,Kolkata,48,72,8,6.0,32.0,131
23272,Kings XI Punjab,Mumbai Indians,Chandigarh,101,58,8,9.774193548387096,50.0,182
29197,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,89,29,5,5.868131868131868,31.0,135
15178,Mumbai Indians,Chennai Super Kings,Hyderabad,57,67,8,6.452830188679245,24.0,149
5858,Rajasthan Royals,Kings XI Punjab,Indore,52,81,8,8.0,40.0,152
41584,Rajasthan Royals,Chennai Super Kings,Chennai,182,2,6,9.254237288135593,50.0,185
39202,Kolkata Knight Riders,Chennai Super Kings,Kolkata,112,30,7,7.466666666666667,26.0,158
58106,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,87,60,9,8.7,45.0,183
33321,Rajasthan Royals,Kolkata Knight Riders,Jaipur,116,24,7,7.25,40.0,159
52491,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,168,9,3,9.08108108108108,37.0,181
235,Kolkata Knight Riders,Mumbai Indians,Mumbai,140,15,5,8.0,45.0,178
6108,Rajasthan Royals,Kings XI Punjab,Jaipur,66,79,8,9.658536585365853,41.0,158
19834,Delhi Capitals,Mumbai Indians,Abu Dhabi,117,26,7,7.468085106382978,34.0,162
6295,Mumbai Indians,Kolkata Knight Riders,Kolkata,168,16,7,9.692307692307692,65.0,210
33632,Kings XI Punjab,Rajasthan Royals,Chandigarh,109,56,8,10.21875,32.0,195
242,Kolkata Knight Riders,Mumbai Indians,Mumbai,148,8,4,7.928571428571429,47.0,178
20460,Royal Challengers Bangalore,Sunrisers Hyderabad,Dubai,132,18,7,7.764705882352941,37.0,163
27661,Royal Challengers Bangalore,Rajasthan Royals,Centurion,29,83,7,4.702702702702703,24.0,105
32316,Mumbai Indians,Royal Challengers Bangalore,Bangalore,106,39,8,7.851851851851852,45.0,191
35698,Kolkata Knight Riders,Mumbai Indians,Mumbai,64,54,6,5.818181818181818,39.0,147
19827,Delhi Capitals,Mumbai Indians,Abu Dhabi,109,33,8,7.517241379310345,36.0,162
57741,Royal Challengers Bangalore,Mumbai Indians,Bangalore,60,60,8,6.0,41.0,151
39462,Rajasthan Royals,Mumbai Indians,Jaipur,110,25,6,6.947368421052632,26.0,162
12772,Rajasthan Royals,Delhi Capitals,Jaipur,53,83,9,8.594594594594595,48.0,191
15910,Kings XI Punjab,Sunrisers Hyderabad,Dubai,56,79,9,8.195121951219512,47.0,126
5301,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,130,23,7,8.041237113402062,35.0,167
54142,Sunrisers Hyderabad,Rajasthan Royals,Mumbai,99,44,8,7.815789473684211,36.0,201
55147,Kings XI Punjab,Chennai Super Kings,Chandigarh,71,43,5,5.532467532467533,23.0,130
623,Kings XI Punjab,Kolkata Knight Riders,Kolkata,162,7,3,8.601769911504425,43.0,170
4643,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,83,64,9,8.892857142857142,48.0,205
43198,Mumbai Indians,Chennai Super Kings,Mumbai,139,0,5,6.95,57.0,139
38777,Rajasthan Royals,Chennai Super Kings,Jaipur,34,76,8,4.636363636363637,19.0,126
57372,Kolkata Knight Riders,Kings XI Punjab,Kolkata,79,58,10,7.645161290322581,46.0,164
7476,Kings XI Punjab,Chennai Super Kings,Pune,61,65,7,6.654545454545454,40.0,153
4533,Sunrisers Hyderabad,Mumbai Indians,Mumbai,82,61,5,8.338983050847459,37.0,118
33151,Chennai Super Kings,Kings XI Punjab,Chandigarh,56,65,8,6.109090909090909,43.0,188
55820,Royal Challengers Bangalore,Chennai Super Kings,Ranchi,139,0,2,6.892561983471074,44.0,139
27904,Mumbai Indians,Royal Challengers Bangalore,Port Elizabeth,51,77,9,7.116279069767442,37.0,157
24846,Chennai Super Kings,Mumbai Indians,Mumbai,46,66,6,5.111111111111111,26.0,156
39735,Chennai Super Kings,Kolkata Knight Riders,Chennai,184,4,8,9.517241379310345,54.0,190
52972,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,110,27,7,7.096774193548387,31.0,150
41904,Kings XI Punjab,Kolkata Knight Riders,Kolkata,86,47,8,7.068493150684931,35.0,149
6758,Mumbai Indians,Rajasthan Royals,Mumbai,80,64,10,8.571428571428571,42.0,168
23036,Kings XI Punjab,Rajasthan Royals,Jaipur,100,44,6,7.894736842105263,32.0,166
8140,Royal Challengers Bangalore,Chennai Super Kings,Chennai,67,29,2,4.417582417582418,17.0,70
46312,Mumbai Indians,Chennai Super Kings,Dubai,94,36,8,6.714285714285714,47.0,141
11602,Kolkata Knight Riders,Chennai Super Kings,Kolkata,144,22,5,8.816326530612244,55.0,161
16800,Royal Challengers Bangalore,Delhi Capitals,Abu Dhabi,54,68,9,6.230769230769231,30.0,152
47472,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,78,57,9,7.428571428571429,33.0,170
15197,Mumbai Indians,Chennai Super Kings,Hyderabad,84,50,7,7.2,34.0,149
44401,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,125,36,9,8.928571428571429,48.0,190
30198,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,117,22,6,7.163265306122449,40.0,171
40568,Royal Challengers Bangalore,Chennai Super Kings,Chennai,107,34,8,7.465116279069767,50.0,165
48602,Chennai Super Kings,Royal Challengers Bangalore,Ranchi,58,57,8,5.523809523809524,20.0,138
2356,Mumbai Indians,Kolkata Knight Riders,Kolkata,143,17,7,8.330097087378642,49.0,173
35298,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,24,83,6,3.891891891891892,18.0,128
34906,Kings XI Punjab,Mumbai Indians,Chandigarh,129,25,7,8.147368421052631,37.0,163
12966,Sunrisers Hyderabad,Chennai Super Kings,Chennai,153,16,8,8.826923076923077,40.0,175
17081,Sunrisers Hyderabad,Rajasthan Royals,Dubai,96,31,8,6.47191011235955,35.0,158
12334,Mumbai Indians,Rajasthan Royals,Jaipur,112,31,7,7.550561797752809,35.0,161
36374,Rajasthan Royals,Kolkata Knight Riders,Jaipur,152,7,5,8.070796460176991,48.0,164
14294,Rajasthan Royals,Delhi Capitals,Delhi,35,78,6,5.0,23.0,115
42319,Chennai Super Kings,Kolkata Knight Riders,Chennai,188,6,8,9.894736842105264,48.0,200
44731,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,121,6,4,6.368421052631579,41.0,130
54347,Kings XI Punjab,Kolkata Knight Riders,Kolkata,45,85,9,7.714285714285714,43.0,183
45672,Mumbai Indians,Royal Challengers Bangalore,Dubai,66,57,7,6.285714285714286,22.0,115
37981,Kings XI Punjab,Chennai Super Kings,Chennai,148,9,4,8.0,41.0,156
25795,Rajasthan Royals,Chennai Super Kings,Chennai,63,85,10,10.8,51.0,211
24254,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,42,68,7,4.846153846153846,27.0,126
21427,Sunrisers Hyderabad,Kings XI Punjab,Dubai,136,44,10,10.736842105263158,53.0,201
56506,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,56,60,8,5.6,21.0,138
30048,Kolkata Knight Riders,Mumbai Indians,Mumbai,76,46,9,6.162162162162162,23.0,155
5528,Kings XI Punjab,Mumbai Indians,Indore,97,44,7,7.657894736842105,40.0,174
52936,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,75,63,8,7.894736842105263,37.0,150
26745,Royal Challengers Bangalore,Kings XI Punjab,Durban,159,8,4,8.517857142857142,55.0,168
32836,Chennai Super Kings,Mumbai Indians,Mumbai,145,14,6,8.20754716981132,65.0,168
36869,Rajasthan Royals,Kolkata Knight Riders,Kolkata,113,9,5,6.108108108108108,33.0,131
9015,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,173,9,8,9.35135135135135,61.0,198
31299,Kolkata Knight Riders,Kings XI Punjab,Kolkata,81,50,9,6.942857142857143,26.0,200
15104,Delhi Capitals,Chennai Super Kings,Visakhapatnam,115,19,4,6.8316831683168315,37.0,147
57550,Sunrisers Hyderabad,Mumbai Indians,Visakhapatnam,170,6,8,8.947368421052632,64.0,177
53902,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,110,33,6,7.586206896551724,36.0,167
53071,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,96,51,7,8.347826086956522,35.0,200
22628,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,63,82,9,9.947368421052632,52.0,222
44136,Sunrisers Hyderabad,Mumbai Indians,Mumbai,99,53,9,8.865671641791044,46.0,178
6898,Kings XI Punjab,Royal Challengers Bangalore,Indore,78,50,5,6.685714285714286,28.0,88
42979,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,26,89,9,5.032258064516129,26.0,174
51303,Mumbai Indians,Rajasthan Royals,Ahmedabad,31,81,7,4.769230769230769,18.0,164
22007,Royal Challengers Bangalore,Mumbai Indians,Dubai,58,85,10,9.942857142857143,51.0,201
41493,Rajasthan Royals,Chennai Super Kings,Chennai,49,87,10,8.909090909090908,45.0,185
37835,Kings XI Punjab,Mumbai Indians,Chandigarh,100,29,7,6.593406593406593,35.0,168
29038,Mumbai Indians,Rajasthan Royals,Mumbai,93,63,7,9.789473684210526,45.0,212
46215,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,133,11,4,7.321100917431193,36.0,150
22395,Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,89,67,9,10.075471698113208,49.0,189
21471,Sunrisers Hyderabad,Kings XI Punjab,Dubai,201,0,4,10.05,41.0,201
17067,Sunrisers Hyderabad,Rajasthan Royals,Dubai,80,45,9,6.4,35.0,158
19854,Delhi Capitals,Mumbai Indians,Abu Dhabi,146,8,6,7.821428571428571,43.0,162
870,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,158,9,6,8.54054054054054,43.0,172
1470,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,154,30,9,10.266666666666667,31.0,209
30336,Rajasthan Royals,Kings XI Punjab,Chandigarh,161,11,7,8.862385321100918,46.0,183
16224,Delhi Capitals,Rajasthan Royals,Sharjah,150,17,4,8.737864077669903,54.0,184
26233,Kings XI Punjab,Chennai Super Kings,Mumbai,73,23,3,4.515463917525773,22.0,112
25622,Kings XI Punjab,Mumbai Indians,Mumbai,150,15,7,8.571428571428571,37.0,189
23486,Kolkata Knight Riders,Chennai Super Kings,Chennai,46,91,8,9.517241379310345,46.0,147
25504,Kolkata Knight Riders,Rajasthan Royals,Kolkata,128,10,4,6.9818181818181815,39.0,147
10976,Kings XI Punjab,Mumbai Indians,Mumbai,132,29,8,8.703296703296703,32.0,197
16299,Kolkata Knight Riders,Chennai Super Kings,Abu Dhabi,72,68,8,8.307692307692308,36.0,167
33727,Mumbai Indians,Chennai Super Kings,Mumbai,33,85,8,5.6571428571428575,33.0,164
5434,Chennai Super Kings,Kolkata Knight Riders,Kolkata,151,13,6,8.467289719626168,41.0,177
56668,Royal Challengers Bangalore,Mumbai Indians,Mumbai,119,26,6,7.595744680851064,26.0,170
55261,Rajasthan Royals,Kolkata Knight Riders,Mumbai,114,53,8,10.208955223880597,46.0,199
51483,Chennai Super Kings,Kolkata Knight Riders,Kolkata,128,24,5,8.0,31.0,165
18346,Mumbai Indians,Kings XI Punjab,Dubai,144,12,4,8.0,51.0,176
21033,Delhi Capitals,Chennai Super Kings,Dubai,82,61,10,8.338983050847459,52.0,175
10444,Royal Challengers Bangalore,Delhi Capitals,Bengaluru,59,64,8,6.321428571428571,30.0,149
54858,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,90,72,6,11.25,52.0,106
10206,Chennai Super Kings,Kings XI Punjab,Chennai,79,53,9,7.074626865671642,25.0,160
1063,Kings XI Punjab,Mumbai Indians,Indore,66,63,9,6.947368421052632,27.0,198
55805,Royal Challengers Bangalore,Chennai Super Kings,Ranchi,122,14,5,6.90566037735849,55.0,139
43283,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,84,36,7,6.0,27.0,161
2947,Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,96,31,4,6.47191011235955,27.0,125
38938,Mumbai Indians,Kolkata Knight Riders,Kolkata,111,42,9,8.538461538461538,47.0,182
53924,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,145,12,3,8.055555555555555,43.0,167
24840,Chennai Super Kings,Mumbai Indians,Mumbai,42,72,8,5.25,24.0,156
40914,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,73,54,7,6.636363636363637,38.0,157
20654,Kolkata Knight Riders,Chennai Super Kings,Dubai,63,66,8,7.0,35.0,172
48647,Chennai Super Kings,Royal Challengers Bangalore,Ranchi,121,14,6,6.849056603773585,35.0,138
19596,Kings XI Punjab,Rajasthan Royals,Sharjah,185,18,9,10.882352941176471,46.0,223
55354,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,28,85,7,4.8,21.0,113
23932,Rajasthan Royals,Kolkata Knight Riders,Jaipur,157,22,6,9.612244897959183,47.0,196
